Nome,Link
"Lawson, Thomas B.",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=1473
"Lawson, Thomas Bayley",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=1473
"Lazzari, Antonio",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=35453
"Lazzari, Pietro",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=33689
"Le Barbier, Jean-Jacques-François",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=26833
"Le Barbier I, Jean-Jacques-François",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=2613
"Le Bas, Jacques-Philippe",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4601
"Le Beau, Pierre Adrien",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4602
"Le Blanc, Jean",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=21708
"Le Blon, Jacob Christoph",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4605
"Le Blon, Jakob Christoffel",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4605
"Le Blon, Michel",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4606
"Le Blond, Alexandre",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=11616
"Le Blond, Jean",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4607
"Le Blondel, Alphonse",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=13400
"Le Bouteux, Michel",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4608
"Le Brun, Charles",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4609
"Le Brun, Jean-Baptiste-Pierre",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=2614
"Le Campion, fils",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4611
"Le Carpentier, Charles",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=6931
"Le Clerc, Jacques Sébastien",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4613
"Le Clerc, Jean",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=4614
"Le Clerc, Nicolas",https://web.archive.org/web/20121010212800/http://www.nga.gov/cgi-bin/tsearch?artistid=2146
"Le Clerc, Pierre Thomas",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4615
"Le Clerc I, Sébastien",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4616
"Le Clerc II, Sébastien",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=20024
"Le Coeur, Louis",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4617
"Le Comte, Marguerite",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=26370
Le Corbusier,https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=11554
"Le Court, Giusto",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=2147
"Le Febvre, François",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4625
"Le Gouaz, Yves-Marie",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4630
"Le Gray, Gustave",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=16386
"Le Gros I, Pierre",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=2149
"le Lorrain, Claude",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=1145
"Le Lorrain, Louis-Joseph",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4642
"Le Lorrain, Robert",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=2151
"Le Maistre de Sacy, Isaac-Louis",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=34623
"Le Mire, Noël",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4646
"Le Moine, François",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=6641
"Le Moine, Jean",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=21146
"le Morvan, Charles",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=30434
"Le Moyne, François",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=6641
"Le Muet, Pierre",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=11555
"Le Nain, Louis",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=1478
"Le Paon, Jean-Baptiste",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=2621
"Le Paon, Louis",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=2621
"Le Pautre, Jean",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4654
"Le Prince, Jean-Baptiste",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=2623
"le Robert, P.",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=23940
"Le Roy, Jacques",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=4660
"Le Roy, Julien David",https://web.archive.org/web/20121010212916/http://www.nga.gov/cgi-bin/tsearch?artistid=11351
"Le Secq, Henri",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=13404
"Le Sidaner, Henri Eugéne",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=23941
"Le Sueur, Eustache",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=6828
"Le Sueur, Nicolas",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=10647
"Le Sueur, Pierre",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=5986
"Le Tellier, Charles Francois",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4690
"Le Va, Barry",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=27185
"Le Vacher de Charnois, Jean Charles",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=7032
"Le Veau, Jean Jacques",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4695
"Le Vilain, Gerard Rene",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4698
"Le Villain, Gerard Rene",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4698
"Leachman, Kristen",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=31555
"Leadbetter, Stiff",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=21487
"Leaf, Ruth",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=33690
"Leal, Juan de Valdés",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=1946
"Léandre, Charles-Lucien",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=18401
"Lear, Edward",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4600
"Leavitt, David Franklin",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=34633
"Lebas, Gabriel Hippolyte",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=34538
"LeBas, Jacques Philippe",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=21762
"Lebasque, Henri",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=17820
"Lebègue, Léon",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=34399
"Lebel, Antoine",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4603
"Lebel, Edmond",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=30241
"Lebel, Jean-Jacques",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4604
"Lebel, Jean-Jacques M.",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=4604
"Leboit, Joseph",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=7759
"Lebourg, Albert",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=27538
"Lebrun, Federico",https://web.archive.org/web/20121010212841/http://www.nga.gov/cgi-bin/tsearch?artistid=1474
"Lebrun, Rico",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=1474
"Lecavele, Rolland Maurice",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=7113
"Lechner, Johann",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4612
"Lechter, Melchior",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=22467
"Leclerc, Jean",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4614
"Leclerc, Nicolas",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=10838
"Leclere, Achille François René",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=11450
"Lecomte, Hippolyte",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4618
Leconte de Lisle,https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=7030
"Leconte de Lisle, Charles-Marie-Rene",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=7030
"Ledin, Eric T.",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=35010
"Ledoux, Claude Nicolas",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=6827
"Ledy, Ann",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=24346
"Lee, C. Milford",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=7760
"Lee, Doris",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=6502
"Lee, Doris Emrick",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=6502
"Lee, Li Lin",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=22374
"Lee, Marjorie",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=7761
"Lee, Nikki S.",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=34794
"Lee, Robert Cranston",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=33691
"Lee-Hankey, William",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4619
"Leese, Jason",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4620
"Lee-Smith, Hughie",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=34296
"Leeuw, Willem van der",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4622
"Lefebure, Valentin",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=30466
"Lefebvre, Claude",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4624
"Lefevere, Jules",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=7762
"Lefevre, Adolph-Rene",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=4626
"Lefevre, Louis-Joseph",https://web.archive.org/web/20121010212857/http://www.nga.gov/cgi-bin/tsearch?artistid=2615
"Legeay, Jean-Laurent",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4629
"Legendre, Nicolas",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=2148
"Léger, Fernand",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=1475
"Legoux, L.",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4631
"Legrand, Auguste-Claude-Simon",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4632
"Legrand, Jacques-Guillaume",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=21501
"Legrand, Louis",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4633
"Legrand, Louis Auguste Mathieu",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4633
"Legrand, Louis-Claude",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4634
"Legros, Alphonse",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=1476
"Legros I, Pierre",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=2149
"Leheutre, Gustave",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4636
"Lehman, Harold",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=7763
"Lehman, Irving G.",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=33692
"Lehman, Wendy",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=25132
"Lehmann, Arthur",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=33693
"Lehmbruck, Wilhelm",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=2150
"Lehmden, Anton",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4637
"Lehrer, Leonard",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=2617
"Lehrer, Ruth",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=2500
"Leiber, Gerson August",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4638
"Leibl, Wilhelm",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=23753
"Leibovitz, Freda",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=33694
"Leich, Chester",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=33695
"Leigh, Howard",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=33696
"Leighton, Clare",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4639
"Leighton, Clare Veronica Hope",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=4639
"Leighton, Frederic Baron of Stretton",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=9849
"Leighton, Frederic, Lord",https://web.archive.org/web/20121010212901/http://www.nga.gov/cgi-bin/tsearch?artistid=9849
"Leighton, Lord",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=9849
"Leinberger, Hans",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=4640
"Leitch, William Leighton",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=9850
"Leitenstorffer, Franz Anton von",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=21150
"Leiter, Saul",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=30157
"Leithauser, Mark Alan",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=4641
"Leitner, Johann Sebastian",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=5649
"Leleu, Jean-François",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=2316
"Lelu, Pierre",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=32843
"Lely, Peter, Sir",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=1477
"Lemberg, Gertrude",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=7764
"Lemcke, Dietmar",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=4643
"Lemcke, Lloyd Charles",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=7765
"Lemerre, Alphonse",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=7160
"Lemmon, Warren W.",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=7766
"Lemoine, Jacques Antoine Marie",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=4648
"Lemon, Heidijo",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=24536
"Lemon, Jack",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=5789
"Lemonnier, Anicet-Charles-Gabriel",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=15000
"Lemoyne, Jean-Louis",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=2152
"Lemoyne II, Jean-Baptiste",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=5650
"Lempereur, Louis-Simon",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=4650
"Lenardi, Giovanni Battista",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=11975
"Lenfant, Jean",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=5980
"L'Engle, Lucy B.",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=33697
"Lens, Bernard",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=23288
"Lens, Bernard II",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=23288
"Lenson, Michael",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=33698
"Lent, Harlow",https://web.archive.org/web/20121010212739/http://www.nga.gov/cgi-bin/tsearch?artistid=33699
"Lentz, Elizabeth",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=33576
"Leonardi, Giovanni Battista",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=11975
Leonardo,https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=1479
Leonardo da Vinci,https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=1479
"Leone, Andrea di",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2619
"Leone, Michael",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=34634
Leone Aretino,https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2153
"Leoni, Giacomo",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4652
"Leoni, James",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4652
"Leoni, Leone",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2153
"Leoni, Ottavio",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2620
"Leoni, Pompeo",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2154
Leoni de Marsari,https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2620
Leonid,https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=1480
"Leopardi, Alessandro",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=5536
Leopold,https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=34535
"Lepautre, Antoine",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=11556
"Lepautre, Jacques",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4653
"Lepautre, Jean",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4654
"Lepautre, Pierre",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4655
"Lepeintre, Charles",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4656
"Lepère, Auguste",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2622
"Lepère, Auguste Louis",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2622
"Lepère, Jean",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=14275
"Lepère, Louis",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=2155
"Lepic, Ludovic Napoléon, Vicomte",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4657
"Lepicie, Bernard",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4658
"Lepicie, Francois Bernard",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4658
"Lepicie, Renee Elisabeth",https://web.archive.org/web/20121010212758/http://www.nga.gov/cgi-bin/tsearch?artistid=4659
"Lépine, C.",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=34371
"Lépine, Stanislas",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=1481
"Lépine, Stanislas Victor Edmond",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=1481
"Lépine, Stanislas Victor Edouard",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=1481
"Leporsky, Marianna",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=17484
"Lerman, Leonid",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=27216
Lerman Graphics,https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=19826
"Lermond, Charles C.E.",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=1482
"Lerner, Jill",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=17574
"Lerolle, Henri",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=21941
"Leroy, L. Archier",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=10106
"Lese, Benozzo di",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=1355
"Leslie, Alfred",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=6552
"Leslie, Cecil Mary",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=6604
L'Esperance (pseud.),https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=5052
"Lespiller, Carl Albert von",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=11459
"Lesser, Rudi",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=4687
"Lester, William Lewis",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=33700
"L'Estoile, Pierre de",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=7031
"L'Estrange, Roger, Sir",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=18954
"Lesueur, Charles Alexandre",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=4688
"LeSueur, Mac",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=34248
"Lesueur, Nicolas",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=5715
"Leszczynski, Stanislaw, King of Poland",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=11440
"Leszczynski, King of Poland, Stanislaw",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=11440
"Letarouilly, Paul Marie",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=11352
"Lethbridge, Julian",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=14190
"Lethière, Guillaume",https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=22939
Lethiers,https://web.archive.org/web/20121010212944/http://www.nga.gov/cgi-bin/tsearch?artistid=22939
Letiers,https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=22939
"Leu, Thomas de",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=6265
"Leuczellburger, Hans",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=4769
"Leutze, Emanuel Gottlieb",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=2624
"Leutzsch, Gustav",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=4691
"Levachez, Charles Francois Gabriel",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=4692
"Levasseur, Jean Charles",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=4694
"Levee, John H.",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=5790
"Léveillé, Auguste-Hilaire",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=22057
"Léveillé, Jean-Augustin",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=4696
"Lever, Richard Hayley",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=33701
